SEL BEAMSEL  cid   1102 id   9 nodes  3493 3752
SEL BEAMSEL  cid   1103 id   9 nodes  3752 4381
SEL BEAMSEL  cid   1104 id   9 nodes  4381 4626
SEL BEAMSEL  cid   1105 id   9 nodes  4442 3458
SEL BEAMSEL  cid   1106 id   9 nodes  3458 4428
SEL BEAMSEL  cid   1107 id   9 nodes  4428 4207
SEL BEAMSEL  cid   1108 id   9 nodes  4207 3368
SEL BEAMSEL  cid   1109 id   9 nodes  3368 4023
SEL BEAMSEL  cid   1110 id   9 nodes  4023 3280
SEL BEAMSEL  cid   1111 id   9 nodes  3331 3924
SEL BEAMSEL  cid   1112 id   9 nodes  3924 4290
SEL BEAMSEL  cid   1113 id   9 nodes  4290 3723
SEL BEAMSEL  cid   1114 id   9 nodes  3723 3758
SEL BEAMSEL  cid   1115 id   9 nodes  3758 4113
SEL BEAMSEL  cid   1116 id   9 nodes  4113 3616
SEL BEAMSEL  cid   1117 id   9 nodes  3616 4416
SEL BEAMSEL  cid   1118 id   9 nodes  4416 4063
SEL BEAMSEL  cid   1119 id   9 nodes  4063 3439
SEL BEAMSEL  cid   1120 id   9 nodes  3439 4379
SEL BEAMSEL  cid   1121 id   9 nodes  4379 4132
SEL BEAMSEL  cid   1122 id   9 nodes  4132 3917
SEL BEAMSEL  cid   1123 id   9 nodes  3917 3983
SEL BEAMSEL  cid   1124 id   9 nodes  3983 4033
SEL BEAMSEL  cid   1125 id   9 nodes  4033 3704
SEL BEAMSEL  cid   1126 id   9 nodes  3704 3912
SEL BEAMSEL  cid   1127 id   9 nodes  3912 4362
SEL BEAMSEL  cid   1128 id   9 nodes  4362 3314
SEL BEAMSEL  cid   1129 id   9 nodes  3314 3920
SEL BEAMSEL  cid   1130 id   9 nodes  3920 4230
SEL BEAMSEL  cid   1131 id   9 nodes  4230 3249
SEL BEAMSEL  cid   1132 id   9 nodes  3353 4154
SEL BEAMSEL  cid   1133 id   9 nodes  4154 4313
SEL BEAMSEL  cid   1134 id   9 nodes  4313 3679
SEL BEAMSEL  cid   1135 id   9 nodes  3679 4172
SEL BEAMSEL  cid   1136 id   9 nodes  4172 3429
SEL BEAMSEL  cid   1137 id   9 nodes  3429 3370
SEL BEAMSEL  cid   1138 id   9 nodes  3370 4003
SEL BEAMSEL  cid   1139 id   9 nodes  4003 3532
SEL BEAMSEL  cid   1140 id   9 nodes  3532 3888
SEL BEAMSEL  cid   1141 id   9 nodes  3888 4163
SEL BEAMSEL  cid   1142 id   9 nodes  4163 4002
SEL BEAMSEL  cid   1143 id   9 nodes  4002 4405
SEL BEAMSEL  cid   1144 id   9 nodes  4405 3941
SEL BEAMSEL  cid   1145 id   9 nodes  3941 4343
SEL BEAMSEL  cid   1146 id   9 nodes  4343 3573
SEL BEAMSEL  cid   1147 id   9 nodes  3573 3906
SEL BEAMSEL  cid   1148 id   9 nodes  3906 3325
SEL BEAMSEL  cid   1149 id   9 nodes  3325 3452
SEL BEAMSEL  cid   1150 id   9 nodes  3452 3836
SEL BEAMSEL  cid   1151 id   9 nodes  3836 3363
SEL BEAMSEL  cid   1152 id   9 nodes  3363 4350
SEL BEAMSEL  cid   1153 id   9 nodes  3975 4288
SEL BEAMSEL  cid   1154 id   9 nodes  4288 3875
SEL BEAMSEL  cid   1155 id   9 nodes  3875 3673
SEL BEAMSEL  cid   1156 id   9 nodes  3673 3796
SEL BEAMSEL  cid   1157 id   9 nodes  3796 3766
SEL BEAMSEL  cid   1158 id   9 nodes  3766 4434
SEL BEAMSEL  cid   1159 id   9 nodes  4434 3729
SEL BEAMSEL  cid   1160 id   9 nodes  3729 3419
SEL BEAMSEL  cid   1161 id   9 nodes  3419 4300
SEL BEAMSEL  cid   1162 id   9 nodes  4300 3930
SEL BEAMSEL  cid   1163 id   9 nodes  3930 3972
SEL BEAMSEL  cid   1164 id   9 nodes  3972 4026
SEL BEAMSEL  cid   1165 id   9 nodes  4026 3519
SEL BEAMSEL  cid   1166 id   9 nodes  3519 4200
SEL BEAMSEL  cid   1167 id   9 nodes  4200 4392
SEL BEAMSEL  cid   1168 id   9 nodes  4392 3358
SEL BEAMSEL  cid   1169 id   9 nodes  3358 3464
SEL BEAMSEL  cid   1170 id   9 nodes  3464 4268
SEL BEAMSEL  cid   1171 id   9 nodes  4268 3313
SEL BEAMSEL  cid   1172 id   9 nodes  3313 4223
SEL BEAMSEL  cid   1173 id   9 nodes  4223 3265
SEL BEAMSEL  cid   1174 id   9 nodes  3663 4340
SEL BEAMSEL  cid   1175 id   9 nodes  4340 4367
SEL BEAMSEL  cid   1176 id   9 nodes  4367 3787
SEL BEAMSEL  cid   1177 id   9 nodes  3787 3609
SEL BEAMSEL  cid   1178 id   9 nodes  3609 3898
SEL BEAMSEL  cid   1179 id   9 nodes  3898 3770
SEL BEAMSEL  cid   1180 id   9 nodes  3770 4115
SEL BEAMSEL  cid   1181 id   9 nodes  4115 4110
SEL BEAMSEL  cid   1182 id   9 nodes  4110 3892
SEL BEAMSEL  cid   1183 id   9 nodes  3892 3772
SEL BEAMSEL  cid   1184 id   9 nodes  3772 3989
SEL BEAMSEL  cid   1185 id   9 nodes  3989 3933
SEL BEAMSEL  cid   1186 id   9 nodes  3933 3605
SEL BEAMSEL  cid   1187 id   9 nodes  3605 3768
SEL BEAMSEL  cid   1188 id   9 nodes  3768 3323
SEL BEAMSEL  cid   1189 id   9 nodes  3323 3497
SEL BEAMSEL  cid   1190 id   9 nodes  3497 4331
SEL BEAMSEL  cid   1191 id   9 nodes  4331 3406
SEL BEAMSEL  cid   1192 id   9 nodes  3406 3697
SEL BEAMSEL  cid   1193 id   9 nodes  3697 3495
SEL BEAMSEL  cid   1194 id   9 nodes  3495 3354
